Attributes,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Symbols,ibm,TSLA,FB,MSFT,AAPL,ibm,TSLA,FB,MSFT,AAPL,ibm,TSLA,FB,MSFT,AAPL,ibm,TSLA,FB,MSFT,AAPL,ibm,TSLA,FB,MSFT,AAPL,ibm,TSLA,FB,MSFT,AAPL
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-28,123.50556182861328,296.3800048828125,147.47000122070312,102.98004913330078,152.93130493164062,134.27000427246094,296.3800048828125,147.47000122070312,105.08000183105469,156.3000030517578,134.80999755859375,297.4599914550781,148.9600067138672,106.4800033569336,156.3300018310547,132.5800018310547,287.75,146.2100067138672,104.66000366210938,153.66000366210938,133.10000610351562,292.9100036621094,148.0500030517578,106.26000213623047,155.7899932861328,5357700.0,6423300.0,15508500.0,29476700.0,26192100.0
2019-01-29,123.56072998046875,297.4599914550781,144.19000244140625,100.88282775878906,151.34620666503906,134.3300018310547,297.4599914550781,144.19000244140625,102.94000244140625,154.67999267578125,135.41000366210938,298.55999755859375,148.10000610351562,104.97000122070312,158.1300048828125,133.60000610351562,291.79998779296875,143.42999267578125,102.16999816894531,154.11000061035156,134.2899932861328,295.2699890136719,148.08999633789062,104.87999725341797,156.25,5037100.0,4621700.0,17632100.0,31490500.0,41587200.0
2019-01-30,123.60673522949219,308.7699890136719,150.4199981689453,104.25407409667969,161.68841552734375,134.3800048828125,308.7699890136719,150.4199981689453,106.37999725341797,165.25,135.02999877929688,309.0,150.9499969482422,106.37999725341797,166.14999389648438,133.25,298.489990234375,145.6999969482422,104.33000183105469,160.22999572753906,134.0,300.45001220703125,146.22000122070312,104.62000274658203,163.25,4500900.0,11250300.0,44613200.0,49471900.0,61109800.0
2019-01-31,123.64351654052734,307.0199890136719,166.69000244140625,102.3430404663086,162.8527374267578,134.4199981689453,307.0199890136719,166.69000244140625,104.43000030517578,166.44000244140625,134.72000122070312,311.55999755859375,171.67999267578125,105.22000122070312,169.0,133.74000549316406,294.0,165.0,103.18000030517578,164.55999755859375,134.4499969482422,301.0,165.60000610351562,103.80000305175781,166.11000061035156,4884000.0,12569200.0,77233600.0,55636400.0,40739600.0
2019-02-01,123.34919738769531,312.2099914550781,165.7100067138672,100.72601318359375,162.9310302734375,134.10000610351562,312.2099914550781,165.7100067138672,102.77999877929688,166.52000427246094,135.1999969482422,316.1000061035156,169.10000610351562,104.0999984741211,168.97999572753906,133.35000610351562,303.5,165.66000366210938,102.3499984741211,165.92999267578125,134.97000122070312,305.4200134277344,165.83999633789062,103.77999877929688,166.9600067138672,3806000.0,7283400.0,30806500.0,35535700.0,32668100.0
2019-02-04,124.35179138183594,312.8900146484375,169.25,103.6268539428711,167.55908203125,135.19000244140625,312.8900146484375,169.25,105.73999786376953,171.25,135.1999969482422,315.29998779296875,169.3000030517578,105.80000305175781,171.66000366210938,132.99000549316406,301.8800048828125,163.6199951171875,102.7699966430664,167.27999877929688,134.02000427246094,312.9800109863281,165.6999969482422,102.87000274658203,167.41000366210938,3966600.0,7352100.0,20036000.0,31315100.0,31495500.0
2019-02-05,124.68292999267578,321.3500061035156,171.16000366210938,105.07728576660156,170.42593383789062,135.5500030517578,321.3500061035156,171.16000366210938,107.22000122070312,174.17999267578125,135.82000732421875,322.44000244140625,171.97999572753906,107.2699966430664,175.0800018310547,134.9199981689453,312.25,168.69000244140625,105.95999908447266,172.35000610351562,135.27999877929688,312.489990234375,169.14999389648438,106.05999755859375,172.86000061035156,5398900.0,6742800.0,22557000.0,27325400.0,36101600.0
2019-02-06,125.39120483398438,317.2200012207031,170.49000549316406,103.91106414794922,170.48464965820312,136.32000732421875,317.2200012207031,170.49000549316406,106.02999877929688,174.24000549316406,136.64999389648438,324.239990234375,172.47000122070312,107.0,175.57000732421875,135.1699981689453,315.6199951171875,169.27000427246094,105.52999877929688,172.85000610351562,135.22000122070312,319.5899963378906,171.1999969482422,107.0,174.64999389648438,4879700.0,5038500.0,13281200.0,20609800.0,28239600.0
2019-02-07,123.9395523071289,307.510009765625,166.3800048828125,103.16625213623047,167.25576782226562,133.19000244140625,307.510009765625,166.3800048828125,105.2699966430664,170.94000244140625,134.47000122070312,314.70001220703125,169.24000549316406,105.58999633789062,173.94000244140625,132.1199951171875,303.0,165.25,104.29000091552734,170.33999633789062,133.5500030517578,313.29998779296875,168.1999969482422,105.19000244140625,172.39999389648438,4379400.0,6520600.0,17517600.0,29760700.0,31741700.0
2019-02-08,124.42343139648438,305.79998779296875,167.3300018310547,103.55826568603516,167.4523162841797,133.7100067138672,305.79998779296875,167.3300018310547,105.66999816894531,170.41000366210938,133.7100067138672,307.45001220703125,167.3699951171875,105.77999877929688,170.66000366210938,132.19000244140625,298.5,164.2100067138672,104.26000213623047,168.4199981689453,132.33999633789062,306.8299865722656,164.47000122070312,104.38999938964844,168.99000549316406,3249800.0,5844200.0,12561400.0,21461100.0,23820000.0
2019-02-11,124.68399810791016,312.8399963378906,165.7899932861328,103.14664459228516,166.48928833007812,133.99000549316406,312.8399963378906,165.7899932861328,105.25,169.42999267578125,135.14999389648438,318.6000061035156,168.3000030517578,106.58000183105469,171.2100067138672,133.91000366210938,310.5,165.0800018310547,104.97000122070312,169.25,134.2899932861328,311.6000061035156,167.89999389648438,106.19999694824219,171.0500030517578,3095100.0,7129700.0,12811200.0,18914100.0,20993400.0
2019-02-12,126.6009292602539,311.80999755859375,165.0399932861328,104.75389099121094,167.92396545410156,136.0500030517578,311.80999755859375,165.0399932861328,106.88999938964844,170.88999938964844,136.1999969482422,318.19000244140625,168.33999633789062,107.13999938964844,171.0,134.86000061035156,309.6199951171875,164.5,105.4800033569336,169.6999969482422,135.14999389648438,316.20001220703125,166.86000061035156,106.13999938964844,170.10000610351562,3317200.0,5517600.0,16292300.0,25056600.0,22283500.0
2019-02-13,127.96881103515625,308.1700134277344,164.07000732421875,104.67547607421875,167.2262725830078,137.52000427246094,308.1700134277344,164.07000732421875,106.80999755859375,170.17999267578125,137.9199981689453,312.75,166.22000122070312,107.77999877929688,172.47999572753906,136.41000366210938,305.57000732421875,163.72999572753906,106.70999908447266,169.9199981689453,136.9199981689453,312.3500061035156,165.3800048828125,107.5,171.38999938964844,4253000.0,5141600.0,14205100.0,18394900.0,22490200.0
2019-02-14,127.00106048583984,303.7699890136719,163.9499969482422,104.76367950439453,167.83554077148438,136.47999572753906,303.7699890136719,163.9499969482422,106.9000015258789,170.8000030517578,137.60000610351562,306.7699890136719,164.8699951171875,107.29000091552734,171.25999450683594,136.2100067138672,301.0,162.25,105.66000366210938,169.3800048828125,137.1699981689453,303.3800048828125,163.19000244140625,106.30999755859375,169.7100067138672,2789400.0,5200800.0,12755200.0,21784700.0,21835700.0
2019-02-15,128.4434051513672,307.8800048828125,162.5,106.05729675292969,167.46212768554688,138.02999877929688,307.8800048828125,162.5,108.22000122070312,170.4199981689453,138.19000244140625,308.0,164.6999969482422,108.30000305175781,171.6999969482422,137.38999938964844,303.8999938964844,160.86000061035156,107.36000061035156,169.75,137.5800018310547,304.5,164.50999450683594,107.91000366210938,171.25,3844100.0,3904900.0,15504400.0,26606900.0,24626800.0
2019-02-19,129.06686401367188,305.6400146484375,162.2899932861328,106.00830078125,167.9632568359375,138.6999969482422,305.6400146484375,162.2899932861328,108.16999816894531,170.92999267578125,138.6999969482422,311.5400085449219,164.14999389648438,108.66000366210938,171.44000244140625,137.36000061035156,305.4700012207031,160.3300018310547,107.77999877929688,169.49000549316406,137.80999755859375,306.55999755859375,160.5,107.79000091552734,169.7100067138672,3385700.0,4168400.0,14345400.0,18038500.0,18972800.0
2019-02-20,128.41549682617188,302.55999755859375,162.55999755859375,105.45714569091797,169.04417419433594,138.0,302.55999755859375,162.55999755859375,107.1500015258789,172.02999877929688,139.24000549316406,306.29998779296875,163.72000122070312,107.94000244140625,173.32000732421875,137.22000122070312,299.0,161.25,106.29000091552734,170.99000549316406,138.75999450683594,304.4100036621094,162.25,107.86000061035156,171.19000244140625,3802000.0,7142100.0,11770700.0,21607700.0,26114400.0
2019-02-21,128.26658630371094,291.2300109863281,160.0399932861328,107.68144989013672,168.0910186767578,137.83999633789062,291.2300109863281,160.0399932861328,109.41000366210938,171.05999755859375,138.35000610351562,303.239990234375,162.24000549316406,109.4800033569336,172.3699951171875,137.35000610351562,290.5,159.58999633789062,106.87000274658203,170.3000030517578,137.82000732421875,301.80999755859375,161.92999267578125,106.9000015258789,171.8000030517578,2937300.0,8909200.0,15607800.0,29063200.0,17249700.0
2019-02-22,129.5786895751953,294.7099914550781,161.88999938964844,109.21678924560547,169.9678497314453,139.25,294.7099914550781,161.88999938964844,110.97000122070312,172.97000122070312,139.3800048828125,296.5,162.41000366210938,111.19999694824219,173.0,138.42999267578125,292.1000061035156,160.30999755859375,109.81999969482422,171.3800048828125,138.72999572753906,294.489990234375,160.5800018310547,110.05000305175781,171.5800018310547,3113700.0,5740600.0,15858500.0,27763200.0,18913200.0
2019-02-25,129.77407836914062,298.7699890136719,164.6199951171875,109.82699584960938,171.2059783935547,139.4600067138672,298.7699890136719,164.6199951171875,111.58999633789062,174.22999572753906,140.47000122070312,302.8999938964844,166.07000732421875,112.18000030517578,175.8699951171875,139.32000732421875,297.0,162.89999389648438,111.26000213623047,173.9499969482422,140.0,297.9100036621094,163.07000732421875,111.76000213623047,174.16000366210938,3194200.0,6626500.0,18737100.0,23750600.0,21873400.0
2019-02-26,130.01602172851562,297.8599853515625,164.1300048828125,110.58483123779297,171.3042449951172,139.72000122070312,297.8599853515625,164.1300048828125,112.36000061035156,174.3300018310547,140.49000549316406,302.010009765625,166.24000549316406,113.23999786376953,175.3000030517578,139.47000122070312,288.7699890136719,163.8000030517578,111.16999816894531,173.1699981689453,139.6699981689453,292.2200012207031,164.33999633789062,111.26000213623047,173.7100067138672,3060400.0,8582500.0,13784100.0,21536700.0,17070200.0
2019-02-27,129.50421142578125,314.739990234375,162.80999755859375,110.39783477783203,171.8348846435547,139.1699981689453,314.739990234375,162.80999755859375,112.16999816894531,174.8699951171875,139.57000732421875,316.29998779296875,163.92999267578125,112.36000061035156,175.0,138.39999389648438,300.54998779296875,160.41000366210938,110.87999725341797,172.72999572753906,139.25,301.7799987792969,162.89999389648438,111.69000244140625,173.2100067138672,2530900.0,11183900.0,12697500.0,21487100.0,27835400.0
2019-02-28,128.53646850585938,319.8800048828125,161.4499969482422,110.26004791259766,170.1447296142578,138.1300048828125,319.8800048828125,161.4499969482422,112.02999877929688,173.14999389648438,139.05999755859375,320.0,163.5,112.87999725341797,174.91000366210938,137.72000122070312,310.80999755859375,160.86000061035156,111.7300033569336,172.9199981689453,138.77000427246094,318.9200134277344,162.3699951171875,112.04000091552734,174.32000732421875,3457800.0,10520700.0,11114200.0,29083900.0,28215400.0
2019-03-01,129.53213500976562,294.7900085449219,162.27999877929688,110.75215148925781,171.93312072753906,139.1999969482422,294.7900085449219,162.27999877929688,112.52999877929688,174.97000122070312,140.0399932861328,307.1300048828125,163.1300048828125,113.0199966430664,175.14999389648438,138.63999938964844,291.8999938964844,161.69000244140625,111.66999816894531,172.88999938964844,139.30999755859375,306.94000244140625,162.60000610351562,112.88999938964844,174.27999877929688,3030000.0,22911400.0,11097800.0,23501200.0,25886200.0
2019-03-04,128.81561279296875,285.3599853515625,167.3699951171875,110.48641204833984,172.79788208007812,138.42999267578125,285.3599853515625,167.3699951171875,112.26000213623047,175.85000610351562,140.0800018310547,299.0,167.5,113.25,177.75,137.1699981689453,282.7799987792969,163.8300018310547,110.80000305175781,173.97000122070312,139.99000549316406,298.1199951171875,163.89999389648438,113.0199966430664,175.69000244140625,3406900.0,17096800.0,18894700.0,26608000.0,27436200.0
2019-03-05,128.3038330078125,276.5400085449219,171.25999450683594,109.93525695800781,172.48341369628906,137.8800048828125,276.5400085449219,171.25999450683594,111.69999694824219,175.52999877929688,138.74000549316406,284.0,171.8800048828125,112.38999938964844,176.0,137.55999755859375,270.1000061035156,166.5500030517578,111.2300033569336,174.5399932861328,138.3699951171875,282.0,167.3699951171875,112.25,175.94000244140625,4250300.0,18764700.0,28187900.0,19538300.0,19737400.0
2019-03-06,127.46632385253906,276.239990234375,172.50999450683594,109.9844741821289,171.490966796875,136.97999572753906,276.239990234375,172.50999450683594,111.75,174.52000427246094,138.38999938964844,281.510009765625,173.57000732421875,112.66000366210938,175.49000549316406,136.72000122070312,274.3900146484375,171.27000427246094,111.43000030517578,173.94000244140625,138.1199951171875,276.4800109863281,172.89999389648438,111.87000274658203,174.6699981689453,2768300.0,10335500.0,21531700.0,17687000.0,20810400.0
2019-03-07,125.9588394165039,276.5899963378906,169.1300048828125,108.64595794677734,169.5060272216797,135.36000061035156,276.5899963378906,169.1300048828125,110.38999938964844,172.5,136.88999938964844,284.70001220703125,171.74000549316406,111.55000305175781,174.44000244140625,134.6300048828125,274.25,167.61000061035156,109.87000274658203,172.02000427246094,136.61000061035156,278.8399963378906,171.5,111.4000015258789,173.8699951171875,4358800.0,9442500.0,18306500.0,25339000.0,24796400.0
2019-03-08,125.70757293701172,284.1400146484375,169.60000610351562,108.7640609741211,169.90890502929688,135.08999633789062,284.1400146484375,169.60000610351562,110.51000213623047,172.91000366210938,135.24000549316406,285.5899963378906,169.6199951171875,110.70999908447266,173.07000732421875,133.5800018310547,275.8900146484375,165.97000122070312,108.80000305175781,169.5,134.2100067138672,276.9100036621094,166.1999969482422,109.16000366210938,170.32000732421875,3773600.0,8819600.0,13184800.0,22818400.0,23999400.0
2019-03-11,128.14564514160156,290.9200134277344,172.07000732421875,111.04741668701172,175.794921875,137.7100067138672,290.9200134277344,172.07000732421875,112.83000183105469,178.89999389648438,137.72999572753906,291.2799987792969,174.3000030517578,112.94999694824219,179.1199951171875,135.83999633789062,280.5,171.5800018310547,110.9800033569336,175.35000610351562,136.02999877929688,283.5199890136719,171.60000610351562,110.98999786376953,175.49000549316406,3939300.0,7392300.0,18884000.0,26491600.0,32011000.0
2019-03-12,128.67604064941406,283.3599853515625,171.9199981689453,111.8249282836914,177.77005004882812,138.27999877929688,283.3599853515625,171.9199981689453,113.62000274658203,180.91000366210938,139.6999969482422,288.07000732421875,173.8000030517578,113.98999786376953,182.6699981689453,137.86000061035156,281.05999755859375,171.22000122070312,112.6500015258789,179.3699951171875,138.52000427246094,286.489990234375,172.08999633789062,112.81999969482422,180.0,3954700.0,7504100.0,12155300.0,26132700.0,32467600.0
2019-03-13,128.9365997314453,288.9599914550781,173.3699951171875,112.69102478027344,178.55615234375,138.55999755859375,288.9599914550781,173.3699951171875,114.5,181.7100067138672,139.32000732421875,291.989990234375,174.02999877929688,115.0,183.3000030517578,137.85000610351562,282.70001220703125,172.1199951171875,113.77999877929688,180.9199981689453,138.0500030517578,283.8999938964844,172.32000732421875,114.12999725341797,182.25,3173200.0,6844700.0,11973300.0,35513800.0,31032500.0
2019-03-14,129.1505889892578,289.9599914550781,170.1699981689453,112.77960205078125,180.5410919189453,138.7899932861328,289.9599914550781,170.1699981689453,114.58999633789062,183.72999572753906,138.94000244140625,295.3900146484375,171.14999389648438,115.19999694824219,184.10000610351562,138.05999755859375,288.2900085449219,168.16000366210938,114.33000183105469,182.55999755859375,138.50999450683594,292.45001220703125,169.75999450683594,114.54000091552734,183.89999389648438,2738600.0,7103400.0,18037400.0,30763400.0,23579500.0
2019-03-15,129.74615478515625,275.42999267578125,165.97999572753906,114.07875061035156,182.8896026611328,139.42999267578125,275.42999267578125,165.97999572753906,115.91000366210938,186.1199951171875,140.3300018310547,283.7200012207031,167.5800018310547,117.25,187.3300018310547,139.22999572753906,274.3999938964844,162.50999450683594,114.58999633789062,183.74000549316406,139.3699951171875,283.510009765625,167.16000366210938,115.33999633789062,184.85000610351562,7153700.0,14785500.0,37135400.0,54681100.0,39042900.0
2019-03-18,130.4720001220703,269.489990234375,160.47000122070312,115.71251678466797,184.75665283203125,140.2100067138672,269.489990234375,160.47000122070312,117.56999969482422,188.02000427246094,140.3699951171875,278.04998779296875,163.89999389648438,117.61000061035156,188.38999938964844,138.72000122070312,267.29998779296875,159.27999877929688,116.05000305175781,185.7899932861328,139.8300018310547,276.0,163.57000732421875,116.16999816894531,185.8000030517578,3268500.0,10281000.0,37524200.0,31207600.0,26219800.0
2019-03-19,130.7325439453125,267.4700012207031,161.57000732421875,115.791259765625,183.29251098632812,140.49000549316406,267.4700012207031,161.57000732421875,117.6500015258789,186.52999877929688,141.6999969482422,273.29998779296875,163.82000732421875,118.44000244140625,188.99000549316406,140.0,263.4599914550781,160.82000732421875,116.98999786376953,185.9199981689453,140.9600067138672,267.5,161.47999572753906,118.08999633789062,188.35000610351562,3482300.0,11800600.0,25611500.0,37588700.0,31646400.0
2019-03-20,129.90435791015625,273.6000061035156,165.44000244140625,115.6633071899414,184.89422607421875,139.60000610351562,273.6000061035156,165.44000244140625,117.5199966430664,188.16000366210938,140.6999969482422,274.9700012207031,166.1199951171875,118.75,189.49000549316406,138.97999572753906,266.29998779296875,161.24000549316406,116.70999908447266,184.72999572753906,140.52999877929688,269.69000244140625,161.5,117.38999938964844,186.22999572753906,3649500.0,6908200.0,20211500.0,28113300.0,31035200.0
2019-03-21,131.61654663085938,274.0199890136719,166.0800018310547,118.32066345214844,191.70391845703125,141.44000244140625,274.0199890136719,166.0800018310547,120.22000122070312,195.08999633789062,142.1199951171875,276.45001220703125,166.38999938964844,120.81999969482422,196.3300018310547,138.8800048828125,268.45001220703125,163.75,117.08999633789062,189.80999755859375,139.10000610351562,272.6000061035156,164.88999938964844,117.13999938964844,190.02000427246094,3605400.0,5947100.0,16223000.0,29854400.0,51034200.0
2019-03-22,129.7647705078125,264.5299987792969,164.33999633789062,115.20073699951172,187.7340545654297,139.4499969482422,264.5299987792969,164.33999633789062,117.05000305175781,191.0500030517578,141.44000244140625,272.79998779296875,167.4199981689453,119.58999633789062,197.69000244140625,138.89999389648438,264.0,164.08999633789062,117.04000091552734,190.77999877929688,140.97000122070312,272.5799865722656,165.64999389648438,119.5,195.33999633789062,3877200.0,8745600.0,16389200.0,33624500.0,42407700.0
2019-03-25,129.51351928710938,260.4200134277344,166.2899932861328,115.80111694335938,185.46412658691406,139.17999267578125,260.4200134277344,166.2899932861328,117.66000366210938,188.74000549316406,139.91000366210938,263.17999267578125,166.5399932861328,118.01000213623047,191.97999572753906,138.35000610351562,254.4600067138672,162.0,116.31999969482422,186.60000610351562,139.05999755859375,259.7099914550781,163.0,116.55999755859375,191.50999450683594,2839800.0,10215000.0,12631200.0,27067100.0,43845300.0
